Timestamp,TOTAL-AMF-CPU
2660.957,5
2667.949,5
2673.26,5
2679.945,5
2685.688,5
2692.203,5
2697.531,5
2702.982,5
2708.317,5
2713.701,5
2723.079,5
2729.92,5
2735.255,5
2740.589,5
2745.916,5
2751.233,5
2756.836,5
2763.081,5
2768.42,5
2773.75,5
2780.702,5
2787.699,5
2795.853,5
2801.198,5
2806.734,5
2812.702,5
2822.18,5
2827.5,5
2832.837,5
2838.171,5
2843.702,5
2849.076,5
2858.786,5
2864.095,5
2870.708,5
2877.232,5
2882.555,5
2887.964,5
2893.826,5
2899.915,5
2905.713,5
2912.138,5
2917.467,5
2922.801,5
2928.176,5
2934.207,5
2939.536,5
2945.798,5
2951.155,5
2956.501,5
2962.7,5
2968.119,5
2973.438,5
2978.772,5
2984.099,5
2989.443,5
2994.79,5
3000.131,5
3005.467,5
3010.979,5
3016.367,5
